Id,Score
1224650,4.0
1019381,4.0
504719,5.0
1622425,5.0
482286,5.0
1074829,1.0
1599357,5.0
1087427,5.0
203315,2.0
235783,2.0
418427,1.0
606664,4.0
696810,5.0
223492,5.0
980977,1.0
722783,5.0
338418,5.0
1446246,5.0
1346589,5.0
236375,3.0
986998,5.0
112636,3.0
709913,4.0
1584482,1.0
193582,5.0
1135952,5.0
389670,5.0
730761,5.0
477585,5.0
749958,2.0
931033,1.0
1139449,3.0
601607,5.0
694863,5.0
1301228,3.0
331166,1.0
1338905,5.0
840140,4.0
1682050,4.0
1445676,5.0
1415929,4.0
693164,3.0
1069701,5.0
160226,4.0
1369602,5.0
1521625,5.0
98468,5.0
437956,4.0
1001491,3.0
1001918,5.0
1442224,3.0
322903,4.0
529559,5.0
738622,3.0
1425126,5.0
1511284,3.0
1668562,5.0
1274969,5.0
630200,5.0
1309573,5.0
1230948,4.0
1547998,2.0
1097328,5.0
1175137,1.0
116385,2.0
952092,4.0
170056,3.0
28814,4.0
1593702,3.0
1596258,5.0
1443968,1.0
563324,4.0
647903,5.0
6944,5.0
531596,2.0
927186,3.0
468630,5.0
1129922,5.0
1477741,5.0
871815,3.0
300910,5.0
444195,4.0
397205,5.0
1477378,5.0
376312,5.0
1512714,5.0
1443157,5.0
1636194,5.0
23721,2.0
714335,5.0
1064055,5.0
672585,5.0
1632463,5.0
1356967,4.0
859910,3.0
1183027,5.0
1594591,4.0
102215,5.0
1386623,1.0
134189,5.0
1614098,3.0
1178859,5.0
863855,3.0
1286215,5.0
1117510,4.0
1584834,5.0
1651612,5.0
1557634,1.0
788577,5.0
694394,3.0
754643,5.0
1666598,5.0
722087,5.0
479697,3.0
734811,5.0
486800,1.0
384436,4.0
1486440,1.0
745493,1.0
788495,3.0
1127921,5.0
1512483,4.0
188986,5.0
1055361,5.0
1237611,4.0
72699,5.0
1204544,5.0
326864,4.0
92559,5.0
265983,2.0
936730,5.0
1341646,5.0
351945,5.0
1269031,1.0
407478,3.0
672861,4.0
802742,5.0
243204,1.0
1561704,5.0
561539,5.0
238019,5.0
548844,5.0
358347,3.0
842015,4.0
149826,5.0
763788,4.0
1028808,2.0
2385,5.0
1483446,4.0
1004839,4.0
1568918,5.0
765235,3.0
672321,4.0
1064452,5.0
1671286,1.0
1096093,1.0
720102,4.0
494732,5.0
1429619,5.0
936225,3.0
412520,5.0
1003436,4.0
1266962,5.0
806230,5.0
807814,1.0
382694,5.0
1060581,3.0
37906,2.0
1080972,5.0
1357933,3.0
342091,5.0
1691293,5.0
149929,2.0
712267,1.0
1029370,1.0
568862,3.0
1273886,5.0
1503858,5.0
688820,3.0
1322221,3.0
291951,3.0
1586532,5.0
4194,1.0
1003607,5.0
1534933,5.0
1108132,3.0
1374096,5.0
1347455,5.0
727483,4.0
274961,5.0
386188,5.0
1313332,4.0
971628,5.0
1580295,5.0
1291393,3.0
846471,5.0
775047,5.0
960763,5.0
184139,5.0
1297439,4.0
1537294,5.0
303014,4.0
875295,4.0
1316945,5.0
1231626,5.0
859802,4.0
1009532,3.0
982780,5.0
935991,5.0
931863,5.0
636068,4.0
849396,1.0
1414667,5.0
1247639,5.0
242643,5.0
33126,5.0
1004472,5.0
613575,5.0
187322,4.0
279506,5.0
1300087,4.0
39568,5.0
811939,5.0
735920,5.0
824693,3.0
201220,5.0
1177655,5.0
301709,3.0
59959,4.0
335751,3.0
1386072,5.0
999247,5.0
1410840,1.0
204626,5.0
560024,3.0
88286,5.0
1029122,3.0
511929,3.0
597980,5.0
538591,5.0
1436316,2.0
1694868,5.0
1454736,5.0
1020124,3.0
952052,3.0
893195,4.0
568727,5.0
100852,2.0
433297,4.0
1440132,1.0
327352,5.0
904137,5.0
420575,5.0
913974,5.0
890661,3.0
817209,1.0
572919,4.0
207288,5.0
1444717,4.0
1520189,5.0
270805,1.0
1178154,5.0
54750,5.0
1191652,5.0
567591,5.0
1031225,4.0
857238,4.0
766999,4.0
159205,5.0
178278,5.0
985744,5.0
1007619,4.0
1291343,5.0
1440754,5.0
1432284,5.0
713219,4.0
905725,4.0
1674828,5.0
346850,3.0
1412387,5.0
1142603,5.0
1348895,3.0
1218521,5.0
633145,4.0
1536616,2.0
1296691,5.0
973622,4.0
738298,5.0
802771,5.0
561108,5.0
983741,4.0
124069,5.0
255844,5.0
86039,1.0
556213,3.0
1293660,4.0
1550955,5.0
248443,4.0
576267,5.0
1037624,3.0
101060,5.0
922288,5.0
1127160,5.0
919672,3.0
616650,1.0
147164,5.0
372811,3.0
949330,5.0
1183900,5.0
284952,2.0
1573443,5.0
1176155,1.0
717961,4.0
1286117,5.0
1071297,5.0
1465106,5.0
1428206,5.0
1672849,1.0
324458,5.0
800469,3.0
1306980,5.0
981023,5.0
1223728,2.0
1286467,4.0
455421,1.0
443075,5.0
844412,3.0
771139,5.0
730003,5.0
1544121,5.0
181464,2.0
437205,5.0
1396676,4.0
346398,5.0
90851,2.0
734199,2.0
419821,5.0
1543669,5.0
1288040,2.0
1510564,5.0
448002,5.0
1518354,5.0
1175377,5.0
982784,5.0
59445,4.0
188757,2.0
1141553,5.0
1471041,5.0
1685060,2.0
948449,2.0
712672,5.0
1320161,5.0
761193,5.0
363364,3.0
810555,4.0
354705,3.0
124193,4.0
1009698,1.0
943864,5.0
1262042,5.0
1471215,1.0
841495,4.0
320130,1.0
429555,3.0
1148221,1.0
234961,5.0
797528,5.0
717869,5.0
1517830,3.0
298324,4.0
1339768,5.0
209806,5.0
471681,3.0
1050473,4.0
1220875,5.0
1012506,5.0
682577,5.0
720821,5.0
349412,5.0
1005919,5.0
1645510,2.0
205879,5.0
654404,5.0
1226316,2.0
872588,5.0
100023,2.0
1559745,5.0
408200,3.0
254046,5.0
1503641,5.0
1474849,4.0
1604215,5.0
732878,5.0
381925,4.0
212464,4.0
532505,5.0
1185385,3.0
886068,4.0
792059,5.0
1101142,4.0
1368042,4.0
559385,5.0
62995,3.0
1147697,5.0
1077573,5.0
1093804,5.0
822523,4.0
242632,5.0
805665,5.0
497715,3.0
627393,3.0
711428,3.0
1559901,5.0
531703,1.0
285216,5.0
744688,5.0
161149,4.0
565556,5.0
637294,5.0
1027571,5.0
1311529,5.0
921326,1.0
738411,5.0
372690,5.0
513172,4.0
1461385,1.0
1354341,5.0
1328359,5.0
3920,5.0
964658,5.0
1164723,5.0
540960,1.0
1015450,4.0
105483,5.0
399824,2.0
1023627,5.0
96563,5.0
536551,5.0
1321508,3.0
354908,4.0
1138375,5.0
266891,5.0
941902,2.0
264350,5.0
157451,5.0
317752,5.0
669313,4.0
1067519,4.0
152290,3.0
5971,4.0
734468,1.0
592268,5.0
1087418,5.0
813159,5.0
982416,5.0
226116,4.0
1490051,2.0
715775,5.0
760069,5.0
1611033,5.0
296465,4.0
1001113,1.0
1226447,5.0
763116,5.0
1281874,5.0
710449,5.0
655670,5.0
1279441,5.0
138971,3.0
1204844,3.0
216367,5.0
1322495,5.0
1562683,5.0
1215585,5.0
1180715,5.0
1133340,5.0
379997,5.0
1539285,5.0
893054,5.0
1614606,5.0
120209,4.0
423698,5.0
247296,3.0
1484863,2.0
945367,5.0
258433,5.0
461381,1.0
350528,5.0
1210620,4.0
497884,5.0
221815,1.0
1518430,5.0
183506,5.0
1296030,5.0
607946,5.0
1046413,2.0
853096,5.0
1043738,5.0
1522563,2.0
546029,1.0
710264,5.0
1265676,4.0
1452935,5.0
556793,5.0
147314,5.0
660387,1.0
355287,2.0
415864,3.0
211593,4.0
1284704,5.0
1548098,4.0
1254602,5.0
532462,5.0
940585,5.0
18146,4.0
533116,5.0
1689119,4.0
607919,3.0
1340969,2.0
517289,5.0
493042,5.0
122609,4.0
21836,5.0
1678823,5.0
770806,2.0
205382,5.0
229956,3.0
688523,5.0
191327,5.0
1451242,4.0
1169335,5.0
346155,5.0
1220563,5.0
1167378,4.0
223019,3.0
221213,4.0
1296203,3.0
284785,2.0
1275081,5.0
240410,4.0
110347,5.0
1164165,5.0
1261797,4.0
1149351,2.0
643253,4.0
123661,5.0
898557,1.0
1123032,5.0
434563,5.0
142551,5.0
104231,3.0
510232,5.0
300718,4.0
1268699,3.0
445284,1.0
234062,3.0
1441578,5.0
312967,5.0
1267520,4.0
1463693,5.0
1677847,3.0
143782,5.0
939099,5.0
776793,3.0
1412996,4.0
263261,5.0
85384,1.0
132492,5.0
265701,2.0
1525772,5.0
1271296,3.0
531323,5.0
1486801,5.0
779508,3.0
156100,1.0
945559,4.0
208125,2.0
675342,4.0
922823,5.0
1522070,5.0
423760,4.0
1311695,5.0
558185,1.0
111732,1.0
901314,5.0
1339566,5.0
1241977,4.0
71391,4.0
170312,2.0
1000354,5.0
961032,2.0
635643,4.0
1548753,5.0
208482,1.0
634507,5.0
583242,4.0
1676668,5.0
1626819,3.0
473258,5.0
1191080,5.0
1693117,4.0
1469208,3.0
989207,5.0
1193492,5.0
1646309,5.0
158626,5.0
1493965,5.0
1313738,2.0
100873,5.0
904247,4.0
146516,3.0
98025,1.0
1304679,4.0
1317081,5.0
1565984,1.0
1121370,5.0
307830,4.0
957034,4.0
1501151,5.0
844933,5.0
1304405,5.0
119572,2.0
1665186,2.0
1294739,5.0
881047,5.0
779732,5.0
1512399,3.0
1039265,5.0
391435,5.0
355931,1.0
1475617,3.0
694297,5.0
960210,3.0
32589,3.0
1613645,5.0
972608,5.0
747293,5.0
304301,5.0
560335,5.0
207022,5.0
1561526,1.0
624346,2.0
1043786,2.0
328968,5.0
313687,1.0
801384,4.0
126434,5.0
413020,2.0
930959,5.0
863835,5.0
1368923,5.0
332637,5.0
1289508,5.0
1441662,5.0
752981,5.0
899707,5.0
941467,5.0
401367,5.0
80286,4.0
1013556,2.0
403365,5.0
146788,3.0
724344,3.0
586789,2.0
500617,5.0
58748,5.0
688475,3.0
90520,4.0
1346263,4.0
1034651,5.0
801737,5.0
177654,5.0
623938,5.0
818931,5.0
1142967,2.0
1594269,3.0
1229185,5.0
1539076,5.0
1548545,5.0
1506326,5.0
1118431,1.0
294583,3.0
1448662,5.0
791930,4.0
1305170,5.0
1330679,5.0
774282,4.0
802225,1.0
1519011,2.0
1101518,5.0
1445293,1.0
998624,5.0
1081417,5.0
635819,5.0
862639,5.0
314723,5.0
1643318,5.0
481546,5.0
992379,5.0
897591,5.0
421023,5.0
427931,5.0
1409812,4.0
1455039,2.0
323098,1.0
924454,4.0
1201143,5.0
1136461,5.0
543423,3.0
255531,5.0
1215882,2.0
583601,5.0
690436,5.0
681141,5.0
88161,4.0
862100,5.0
1374276,3.0
1333213,4.0
318780,5.0
1493080,3.0
491903,5.0
518377,5.0
1467372,5.0
1348760,4.0
96038,4.0
1399377,5.0
313029,4.0
1345032,2.0
400837,3.0
580678,5.0
853841,4.0
433288,5.0
472033,2.0
1391296,2.0
517823,1.0
435487,4.0
299563,4.0
1452523,5.0
843516,3.0
1477368,5.0
1341928,4.0
1177192,3.0
1125966,2.0
1179249,5.0
197109,3.0
1680463,5.0
920668,5.0
986056,5.0
838383,5.0
418798,5.0
254036,5.0
695876,5.0
374167,3.0
1441492,4.0
772460,5.0
1099265,5.0
421246,1.0
1479076,5.0
755482,3.0
1045577,1.0
147883,5.0
1563468,4.0
1589325,5.0
976026,5.0
760768,5.0
898203,5.0
575286,5.0
990418,5.0
413022,5.0
307319,5.0
194465,5.0
375269,4.0
514941,5.0
1667083,3.0
1078320,4.0
97578,5.0
589221,5.0
6773,5.0
430313,5.0
1121684,2.0
1598166,5.0
864366,5.0
1302708,5.0
897057,5.0
137831,3.0
275990,5.0
1343675,5.0
1617300,3.0
1262997,4.0
983581,2.0
663849,4.0
430269,4.0
404107,5.0
1312388,5.0
853862,1.0
1525083,5.0
1501948,5.0
430677,5.0
550068,5.0
681051,4.0
1393398,4.0
2600,5.0
932059,4.0
1312410,2.0
1058065,3.0
1278873,5.0
984704,1.0
1108742,2.0
1138600,3.0
1292996,5.0
534045,5.0
1530195,5.0
406656,5.0
863897,5.0
1540263,5.0
710591,5.0
672192,5.0
856929,5.0
681759,5.0
51244,5.0
618189,5.0
501780,4.0
1497051,2.0
1627258,1.0
1288858,5.0
1090397,5.0
1076200,5.0
159815,4.0
366485,5.0
93998,5.0
1191972,5.0
895794,1.0
176070,2.0
1411677,1.0
568313,3.0
70185,5.0
1417157,5.0
1632596,2.0
979147,4.0
1018401,5.0
161566,5.0
757756,5.0
78107,2.0
603495,5.0
698360,5.0
64546,4.0
1141104,2.0
839168,3.0
1157843,5.0
151136,5.0
1545091,5.0
856022,1.0
95707,1.0
25852,5.0
899031,5.0
694037,5.0
59593,3.0
864620,4.0
336914,5.0
510673,5.0
1190490,1.0
281161,5.0
1408650,5.0
1119395,2.0
528200,2.0
1492112,5.0
1629647,1.0
1274082,3.0
512560,5.0
299129,5.0
792934,5.0
1257476,5.0
620623,2.0
184785,5.0
1305528,4.0
1354553,1.0
1470852,3.0
923019,5.0
1670990,5.0
1534272,3.0
1015217,3.0
722040,4.0
923082,5.0
892944,4.0
698503,5.0
389672,5.0
1676830,3.0
520175,5.0
451849,5.0
1467075,5.0
743685,5.0
1031255,5.0
1223971,3.0
1431338,1.0
999900,5.0
1487316,3.0
1222546,3.0
632803,5.0
1238641,5.0
657233,4.0
1082696,5.0
949835,5.0
140195,5.0
515326,5.0
1198698,5.0
395837,5.0
1427303,5.0
547464,5.0
779973,5.0
1124609,5.0
734712,5.0
1657184,5.0
1364289,5.0
1592582,5.0
454915,5.0
44852,4.0
807714,5.0
1133426,5.0
1695438,5.0
1695553,5.0
870892,5.0
724330,5.0
848722,5.0
1107373,3.0
1071949,5.0
172858,2.0
291097,5.0
98604,5.0
1656181,5.0
559264,4.0
1505839,5.0
1608712,5.0
1299124,5.0
1285069,5.0
841706,2.0
577654,5.0
1007418,5.0
234811,4.0
176194,5.0
163102,5.0
787389,5.0
1547959,5.0
720542,5.0
1404331,5.0
978497,4.0
201624,5.0
1037328,5.0
930434,3.0
1175345,3.0
689810,1.0
697317,5.0
454149,5.0
1073346,3.0
661249,5.0
360347,5.0
736671,5.0
1430014,1.0
941646,4.0
1246581,4.0
625325,2.0
939711,5.0
100101,5.0
1479795,3.0
730386,5.0
1196134,3.0
933658,5.0
870152,5.0
1263531,5.0
71129,3.0
56754,4.0
1180339,4.0
1347485,2.0
1438032,5.0
343019,5.0
106324,5.0
1507223,5.0
250068,4.0
1484745,5.0
801846,5.0
848899,5.0
225319,1.0
989909,5.0
460384,4.0
354687,5.0
1192515,5.0
863322,5.0
1226560,5.0
206507,5.0
163735,3.0
1010470,4.0
401893,4.0
490033,5.0
528884,3.0
184471,3.0
1456638,4.0
1644044,5.0
1275794,5.0
488973,2.0
1370883,5.0
57191,5.0
283100,5.0
253972,2.0
1388355,4.0
68153,5.0
1057743,3.0
1483382,5.0
1649638,5.0
932083,5.0
122273,1.0
1689442,5.0
1272052,5.0
1299228,5.0
18474,5.0
612664,5.0
1696539,1.0
1162028,2.0
666627,3.0
1073655,1.0
524484,5.0
1483095,5.0
561905,5.0
1520948,5.0
1232825,5.0
1070300,5.0
1603046,5.0
1648421,5.0
758129,5.0
972973,5.0
1215675,3.0
287091,5.0
409335,5.0
173766,5.0
725865,5.0
1258044,4.0
1509251,5.0
510170,5.0
418235,5.0
786935,3.0
751054,3.0
984280,5.0
605813,3.0
165958,3.0
1019478,2.0
406871,5.0
887379,5.0
559747,5.0
1338213,4.0
764889,3.0
127563,5.0
387254,2.0
1697410,1.0
1398376,4.0
262113,5.0
903565,5.0
854011,5.0
908579,5.0
1327441,5.0
1026090,5.0
477079,3.0
927089,2.0
225933,5.0
24751,3.0
1549105,1.0
1233597,5.0
707974,3.0
1521823,4.0
548553,5.0
511470,5.0
208286,2.0
605801,1.0
1122362,4.0
735342,5.0
1278525,5.0
1583089,5.0
1257722,5.0
1483049,1.0
825692,4.0
192696,5.0
621611,4.0
904663,5.0
70114,5.0
1142413,5.0
1564821,5.0
1438934,2.0
1102333,5.0
124783,3.0
675653,5.0
535483,5.0
1297524,1.0
1537762,5.0
1325352,5.0
1638030,5.0
1399187,3.0
712146,5.0
214603,5.0
213141,2.0
43971,1.0
493287,5.0
334187,2.0
1611141,5.0
226290,5.0
1279455,2.0
1677336,5.0
1629031,4.0
402645,5.0
336,3.0
1434312,5.0
23961,5.0
53036,5.0
774899,5.0
1259878,2.0
987525,5.0
1134202,5.0
323503,3.0
386730,4.0
1537633,5.0
985818,4.0
1045146,5.0
1636851,5.0
806175,5.0
167711,4.0
131111,5.0
924453,4.0
1605600,1.0
717698,4.0
1174617,5.0
1011530,1.0
1027036,5.0
1409394,5.0
721517,5.0
188303,1.0
1226510,3.0
498163,2.0
1679505,2.0
1442532,4.0
1074410,5.0
1053902,1.0
1574121,2.0
331168,4.0
1668290,5.0
1311545,1.0
1018362,3.0
1389261,5.0
333630,1.0
496656,4.0
1449695,5.0
1005293,5.0
889027,5.0
121429,5.0
1399553,4.0
261912,5.0
259603,5.0
675409,2.0
962081,4.0
896891,5.0
1066186,4.0
1608414,4.0
748154,5.0
525434,5.0
1399288,5.0
47503,2.0
876265,5.0
724472,4.0
387652,5.0
507004,3.0
204039,5.0
659276,5.0
1504791,5.0
784762,5.0
734902,4.0
1398590,4.0
795275,5.0
771823,1.0
120924,3.0
1609812,5.0
721570,5.0
1601259,3.0
163110,4.0
433200,5.0
253201,3.0
20767,2.0
520009,5.0
388564,3.0
1448413,4.0
1405653,5.0
82553,2.0
552932,4.0
1586851,5.0
715690,5.0
860227,5.0
132555,2.0
31027,5.0
874595,4.0
1619194,5.0
509367,5.0
1497573,5.0
928863,5.0
1259800,2.0
948043,3.0
199263,1.0
1352239,4.0
1146530,4.0
64261,5.0
890565,1.0
209927,5.0
1060187,5.0
973389,5.0
687096,5.0
532918,5.0
1348665,5.0
1458071,5.0
1434140,2.0
624630,5.0
680055,1.0
1161771,5.0
615340,5.0
1409954,5.0
311098,4.0
106800,5.0
540861,5.0
710041,3.0
366879,4.0
336448,4.0
1339369,2.0
369376,3.0
1567603,5.0
519845,4.0
515742,5.0
965992,3.0
1655072,5.0
6614,4.0
912245,4.0
796904,1.0
1603072,4.0
1435107,3.0
1567934,5.0
275941,5.0
370839,5.0
766541,5.0
455418,5.0
1062118,5.0
1613455,4.0
950638,5.0
126931,5.0
1537075,3.0
1120285,4.0
1008020,4.0
1203356,5.0
1356531,4.0
187876,5.0
233170,5.0
1233951,5.0
1058345,5.0
611610,3.0
1301292,1.0
396206,5.0
103001,4.0
1205427,4.0
263109,4.0
1113819,5.0
1132320,5.0
707969,5.0
565689,5.0
464323,2.0
1661950,5.0
630653,4.0
1060528,5.0
928522,3.0
851360,4.0
1031390,5.0
336796,2.0
151325,2.0
1533500,2.0
950289,5.0
214968,4.0
23146,5.0
413272,5.0
1220929,5.0
815114,2.0
1389440,2.0
742615,5.0
465474,4.0
1166614,3.0
181544,5.0
1347828,5.0
388028,3.0
1299737,4.0
1475799,5.0
298932,2.0
1374541,5.0
1213290,4.0
133201,1.0
1666641,1.0
311603,5.0
1180413,5.0
632725,3.0
1520956,5.0
1289057,5.0
1421084,3.0
1531729,5.0
1338176,1.0
861143,3.0
1642521,5.0
78117,5.0
301226,5.0
913193,2.0
1201217,5.0
1233212,2.0
383031,4.0
663610,5.0
265200,1.0
1592274,5.0
617980,1.0
54497,5.0
1189824,2.0
180232,5.0
602396,5.0
48395,3.0
1292676,2.0
668581,5.0
1021477,5.0
541468,3.0
1211174,5.0
1196305,1.0
424109,3.0
494329,3.0
1201435,1.0
215095,5.0
1117794,5.0
1647919,3.0
424899,4.0
927450,3.0
1040770,4.0
893242,5.0
398241,5.0
894388,3.0
1515266,5.0
480137,5.0
1564698,5.0
1041656,1.0
1355065,5.0
862446,5.0
1148972,5.0
558374,5.0
1636988,5.0
517298,4.0
388248,4.0
1409243,5.0
734222,4.0
39458,1.0
225870,5.0
438445,2.0
1058175,5.0
1329210,5.0
1607824,5.0
932250,5.0
1633948,1.0
811854,4.0
239573,3.0
479477,5.0
881193,5.0
1227934,5.0
